ogr,libelle,libelle_type,root,root_type,context,chunk,chunk_length,chunk_index,chunk_level
124977,"Vérifier le fonctionnement d'un appareil",ACTIVITE DE BASE ET/OU SPECIFIQUE,Vérifier,AVERB,"le fonctionnement d'un appareil","vérifier le fonctionnement d'un appareil",6,0,1
124978,"Simuler les fonctionnalités d'un appareil",ACTIVITE DE BASE ET/OU SPECIFIQUE,Simuler,AVERB,"les fonctionnalités d'un appareil","simuler les fonctionnalités d'un appareil",6,0,1
124979,"Éprouver un appareil dans des conditions extrêmes",ACTIVITE DE BASE ET/OU SPECIFIQUE,Éprouver,AVERB,"un appareil dans des conditions extrêmes","éprouver un appareil dans des conditions extrêmes",7,0,1
124980,"Réaliser des opérations d'assemblage-montage sur des sièges",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"des opérations d'assemblage - montage sur des sièges","réaliser des opérations d'assemblage - montage sur des sièges",10,0,1
124980,"Réaliser des opérations d'assemblage-montage sur des sièges",ACTIVITE DE BASE ET/OU SPECIFIQUE,opérations,ANOUN,"d'assemblage - montage sur des sièges","opérations d'assemblage - montage sur des sièges",8,1,2
124982,"Ajuster des éléments façonnés",ACTIVITE DE BASE ET/OU SPECIFIQUE,Ajuster,AVERB,"des éléments façonnés","ajuster des éléments façonnés",4,0,1
124983,"Ajuster des pièces rapportées",ACTIVITE DE BASE ET/OU SPECIFIQUE,Ajuster,AVERB,"des pièces rapportées","ajuster des pièces rapportées",4,0,1
124984,"Assembler un bâti",ACTIVITE DE BASE ET/OU SPECIFIQUE,Assembler,AVERB,"un bâti","assembler un bâti",3,0,1
124985,"Assembler des sous-ensembles par procédé mécanique",ACTIVITE DE BASE ET/OU SPECIFIQUE,Assembler,AVERB,"des sous-ensembles par procédé mécanique","assembler des sous-ensembles par procédé mécanique",6,0,1
124986,"Concevoir un moule",ACTIVITE DE BASE ET/OU SPECIFIQUE,Concevoir,AVERB,"un moule","concevoir un moule",3,0,1
124987,"Assembler des chaussures",ACTIVITE DE BASE ET/OU SPECIFIQUE,Assembler,AVERB,"des chaussures","assembler des chaussures",3,0,1
124988,"Assembler les parties constitutives d'un ouvrage",ACTIVITE DE BASE ET/OU SPECIFIQUE,Assembler,AVERB,"les parties constitutives d'un ouvrage","assembler les parties constitutives d'un ouvrage",7,0,1
124989,"Ajuster manuellement les pièces d'un ouvrage",ACTIVITE DE BASE ET/OU SPECIFIQUE,Ajuster,AVERB,"manuellement les pièces d'un ouvrage","ajuster manuellement les pièces d'un ouvrage",7,0,1
124990,"Appliquer des motifs, des revêtements de surface sur des objets d'art et artisanaux",ACTIVITE DE BASE ET/OU SPECIFIQUE,Appliquer,AVERB,"des motifs, des revêtements de surface sur des objets d'art et artisanaux","appliquer des motifs, des revêtements de surface sur des objets d'art et artisanaux",15,0,1
124991,"Appliquer manuellement un produit, un traitement",ACTIVITE DE BASE ET/OU SPECIFIQUE,Appliquer,AVERB,"manuellement un produit, un traitement","appliquer manuellement un produit, un traitement",7,0,1
124992,"Composer des odeurs et des saveurs",ACTIVITE DE BASE ET/OU SPECIFIQUE,Composer,AVERB,"des odeurs et des saveurs","composer des odeurs et des saveurs",6,0,1
124993,"Assembler des matières premières et des notes simples",ACTIVITE DE BASE ET/OU SPECIFIQUE,Assembler,AVERB,"des matières premières et des notes simples","assembler des matières premières et des notes simples",8,0,1
124994,"Réaliser une analyse sensorielle",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"une analyse sensorielle","réaliser une analyse sensorielle",4,0,1
124995,"Appliquer de l'email à la main",ACTIVITE DE BASE ET/OU SPECIFIQUE,Appliquer,AVERB,"de email à la main","appliquer de email à la main",6,0,1
124996,"Appliquer de la dorure, de l'argenture à la main",ACTIVITE DE BASE ET/OU SPECIFIQUE,Appliquer,AVERB,"de dorure, de argenture à la main","appliquer de dorure, de argenture à la main",9,0,1
124997,"Appliquer de la laque à la main",ACTIVITE DE BASE ET/OU SPECIFIQUE,Appliquer,AVERB,"de laque à la main","appliquer de laque à la main",6,0,1
124998,"Appliquer de la patine à la main",ACTIVITE DE BASE ET/OU SPECIFIQUE,Appliquer,AVERB,"de patine à la main","appliquer de patine à la main",6,0,1
124999,"Appliquer du vernis à la main",ACTIVITE DE BASE ET/OU SPECIFIQUE,Appliquer,AVERB,"du vernis à la main","appliquer du vernis à la main",6,0,1
125000,"Assouplir des matériaux d'origine végétale",ACTIVITE DE BASE ET/OU SPECIFIQUE,Assouplir,AVERB,"des matériaux d'origine végétale","assouplir des matériaux d'origine végétale",6,0,1
125001,"Donner forme à des matériaux d'origine végétale",ACTIVITE DE BASE ET/OU SPECIFIQUE,Donner,AVERB,"forme à des matériaux d'origine végétale","donner forme à des matériaux d'origine végétale",8,0,1
125002,"Assembler les différentes parties d'un vêtement",ACTIVITE DE BASE ET/OU SPECIFIQUE,Assembler,AVERB,"les différentes parties d'un vêtement","assembler les différentes parties d'un vêtement",7,0,1
125003,"Ajuster un vêtement",ACTIVITE DE BASE ET/OU SPECIFIQUE,Ajuster,AVERB,"un vêtement","ajuster un vêtement",3,0,1
125004,"Vérifier le montage d'une pièce vestimentaire",ACTIVITE DE BASE ET/OU SPECIFIQUE,Vérifier,AVERB,"le montage d'une pièce vestimentaire","vérifier le montage d'une pièce vestimentaire",7,0,1
125004,"Vérifier le montage d'une pièce vestimentaire",ACTIVITE DE BASE ET/OU SPECIFIQUE,montage,ANOUN,"d'une pièce vestimentaire","montage d'une pièce vestimentaire",5,1,2
125005,"Préparer un plan de travail",ACTIVITE DE BASE ET/OU SPECIFIQUE,Préparer,AVERB,"un plan de travail","préparer un plan de travail",5,0,1
125006,"Préparer des ustensiles de cuisine",ACTIVITE DE BASE ET/OU SPECIFIQUE,Préparer,AVERB,"des ustensiles de cuisine","préparer des ustensiles de cuisine",5,0,1
125007,"Mettre en marche des équipements de cuisine",ACTIVITE DE BASE ET/OU SPECIFIQUE,Mettre,AVERB,"en marche des équipements de cuisine","mettre en marche des équipements de cuisine",7,0,1
125007,"Mettre en marche des équipements de cuisine",ACTIVITE DE BASE ET/OU SPECIFIQUE,équipements,ANOUN,"de cuisine","équipements de cuisine",3,1,2
125008,"Concevoir de nouveaux modèles et accessoires pour une collection",ACTIVITE DE BASE ET/OU SPECIFIQUE,Concevoir,AVERB,"de nouveaux modèles et accessoires pour une collection","concevoir de nouveaux modèles et accessoires pour une collection",9,0,1
125010,"Effectuer des essais micro",ACTIVITE DE BASE ET/OU SPECIFIQUE,Effectuer,AVERB,"des essais micro","effectuer des essais micro",4,0,1
125011,"Assurer les relations avec des modèles",ACTIVITE DE BASE ET/OU SPECIFIQUE,Assurer,AVERB,"les relations avec des modèles","assurer les relations avec des modèles",6,0,1
125012,"Accrocher des éléments de décors sur des porteuses",ACTIVITE DE BASE ET/OU SPECIFIQUE,Accrocher,AVERB,"des éléments de décors sur des porteuses","accrocher des éléments de décors sur des porteuses",8,0,1
125013,"Actionner des porteuses, des perches pour la mise en place de décors",ACTIVITE DE BASE ET/OU SPECIFIQUE,Actionner,AVERB,"des porteuses, des perches pour la mise en place de décors","actionner des porteuses, des perches pour la mise en place de décors",13,0,1
125013,"Actionner des porteuses, des perches pour la mise en place de décors",ACTIVITE DE BASE ET/OU SPECIFIQUE,mise,ANOUN,"en place de décors","mise en place de décors",5,1,2
125014,"Assembler un décor",ACTIVITE DE BASE ET/OU SPECIFIQUE,Assembler,AVERB,"un décor","assembler un décor",3,0,1
125015,"Installer du matériel d'éclairage, de sonorisation, des équipements de caméra",ACTIVITE DE BASE ET/OU SPECIFIQUE,Installer,AVERB,"du matériel d'éclairage, de sonorisation, des équipements de caméra","installer du matériel d'éclairage, de sonorisation, des équipements de caméra",13,0,1
125016,"Préparer des beignets, gaufres ou churros",ACTIVITE DE BASE ET/OU SPECIFIQUE,Préparer,AVERB,"des beignets, gaufres ou churros","préparer des beignets, gaufres ou churros",7,0,1
125017,"Cadrer des plans",ACTIVITE DE BASE ET/OU SPECIFIQUE,Cadrer,AVERB,"des plans","cadrer des plans",3,0,1
125018,"Effectuer des prises de plan selon les instructions de la régie, du réalisateur",ACTIVITE DE BASE ET/OU SPECIFIQUE,Effectuer,AVERB,"des prises de plan selon les instructions de la régie","effectuer des prises de plan selon les instructions de la régie",11,0,1
125018,"Effectuer des prises de plan selon les instructions de la régie, du réalisateur",ACTIVITE DE BASE ET/OU SPECIFIQUE,prises,ANOUN,"de plan","prises de plan",3,1,2
125019,"Appareils électroniques de navigation",SAVOIRS THEORIQUES ET PROCEDURAUX,Appareils,ANOUN,"électroniques de navigation","Appareils électroniques de navigation",4,0,1
125020,"Définir les axes d'orientation d'un projet audiovisuel",ACTIVITE DE BASE ET/OU SPECIFIQUE,Définir,AVERB,"les axes d'orientation d'un projet audiovisuel","définir les axes d'orientation d'un projet audiovisuel",9,0,1
125021,"Former des bobines aux dimensions des machines et projecteur",ACTIVITE DE BASE ET/OU SPECIFIQUE,Former,AVERB,"des bobines aux dimensions des machines et projecteur","former des bobines aux dimensions des machines et projecteur",9,0,1
125022,"Transporter des éléments de décors, de matériel",ACTIVITE DE BASE ET/OU SPECIFIQUE,Transporter,AVERB,"des éléments de décors, de matériel","transporter des éléments de décors, de matériel",8,0,1
125023,"Transporter des consommables de prise de vue",ACTIVITE DE BASE ET/OU SPECIFIQUE,Transporter,AVERB,"des consommables de prise de vue","transporter des consommables de prise de vue",7,0,1
125024,"Constituer des rapports caméra",ACTIVITE DE BASE ET/OU SPECIFIQUE,Constituer,AVERB,"des rapports caméra","constituer des rapports caméra",4,0,1
125025,"Commuter des sources",ACTIVITE DE BASE ET/OU SPECIFIQUE,commuter,AVERB,"des sources","commuter des sources",3,0,1
125026,"Caler des sons (musique, bruitage, jingle) sur un scénario",ACTIVITE DE BASE ET/OU SPECIFIQUE,caler,AVERB,"des sons sur un scénario","caler des sons sur un scénario",6,0,1
125027,"Préparer des plats traiteur",ACTIVITE DE BASE ET/OU SPECIFIQUE,Préparer,AVERB,"des plats traiteur","préparer des plats traiteur",4,0,1
125028,"Composer les ambiances et les effets sonores d'un produit audiovisuel",ACTIVITE DE BASE ET/OU SPECIFIQUE,Composer,AVERB,"les ambiances et les effets sonores d'un produit audiovisuel","composer les ambiances et les effets sonores d'un produit audiovisuel",11,0,1
125029,"Pétrir une pâte de pâtisserie",ACTIVITE DE BASE ET/OU SPECIFIQUE,Pétrir,AVERB,"une pâte de pâtisserie","pétrir une pâte de pâtisserie",5,0,1
125030,"Préparer une pâte de pâtisserie",ACTIVITE DE BASE ET/OU SPECIFIQUE,Préparer,AVERB,"une pâte de pâtisserie","préparer une pâte de pâtisserie",5,0,1
125031,"Préparer des confitures artisanales",ACTIVITE DE BASE ET/OU SPECIFIQUE,Préparer,AVERB,"des confitures artisanales","préparer des confitures artisanales",4,0,1
125032,"Réserver une pâte",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réserver,AVERB,"une pâte","réserver une pâte",3,0,1
125033,"Entretenir du matériel multimédia",ACTIVITE DE BASE ET/OU SPECIFIQUE,Entretenir,AVERB,"du matériel multimédia","entretenir du matériel multimédia",4,0,1
125034,"Équipements de sécurité",SAVOIRS THEORIQUES ET PROCEDURAUX,Équipements,ANOUN,"de sécurité","Équipements de sécurité",3,0,1
125035,"Superviser la préparation des aliments",ACTIVITE DE BASE ET/OU SPECIFIQUE,Superviser,AVERB,"la préparation des aliments","superviser la préparation des aliments",5,0,1
125035,"Superviser la préparation des aliments",ACTIVITE DE BASE ET/OU SPECIFIQUE,préparation,ANOUN,"des aliments","préparation des aliments",3,1,2
125036,"Contrôler le dressage des plats",ACTIVITE DE BASE ET/OU SPECIFIQUE,Contrôler,AVERB,"le dressage des plats","contrôler le dressage des plats",5,0,1
125036,"Contrôler le dressage des plats",ACTIVITE DE BASE ET/OU SPECIFIQUE,dressage,ANOUN,"des plats","dressage des plats",3,1,2
125037,"Équipements et systèmes médico-chirurgicaux",SAVOIRS THEORIQUES ET PROCEDURAUX,systèmes,ANOUN,"médico-chirurgicaux","systèmes médico-chirurgicaux",2,0,1
125037,"Équipements et systèmes médico-chirurgicaux",SAVOIRS THEORIQUES ET PROCEDURAUX,Équipements,ANOUN,"médico-chirurgicaux","Équipements médico-chirurgicaux",2,1,1
125038,"Bain de traitement de surface",SAVOIRS THEORIQUES ET PROCEDURAUX,Bain,ANOUN,"de traitement de surface","Bain de traitement de surface",5,0,1
125039,"Robot de traitement",SAVOIRS THEORIQUES ET PROCEDURAUX,Robot,ANOUN,"de traitement","Robot de traitement",3,0,1
125040,"Cabine de peinture",SAVOIRS THEORIQUES ET PROCEDURAUX,Cabine,ANOUN,"de peinture","Cabine de peinture",3,0,1
125041,"Contrôler l'application des règles d'hygiène alimentaire",ACTIVITE DE BASE ET/OU SPECIFIQUE,Contrôler,AVERB,"l'application des règles d'hygiène alimentaire","contrôler l'application des règles d'hygiène alimentaire",8,0,1
125041,"Contrôler l'application des règles d'hygiène alimentaire",ACTIVITE DE BASE ET/OU SPECIFIQUE,application,ANOUN,"des règles d'hygiène alimentaire","application des règles d'hygiène alimentaire",6,1,2
125042,"Superviser la préparation des produits culinaires",ACTIVITE DE BASE ET/OU SPECIFIQUE,Superviser,AVERB,"la préparation des produits culinaires","superviser la préparation des produits culinaires",6,0,1
125042,"Superviser la préparation des produits culinaires",ACTIVITE DE BASE ET/OU SPECIFIQUE,préparation,ANOUN,"des produits culinaires","préparation des produits culinaires",4,1,2
125043,"Équipements de vol",SAVOIRS THEORIQUES ET PROCEDURAUX,Équipements,ANOUN,"de vol","Équipements de vol",3,0,1
125044,"Entretenir un équipement électrique",ACTIVITE DE BASE ET/OU SPECIFIQUE,Entretenir,AVERB,"un équipement électrique","entretenir un équipement électrique",4,0,1
125045,"Confectionner des chocolats",ACTIVITE DE BASE ET/OU SPECIFIQUE,Confectionner,AVERB,"des chocolats","confectionner des chocolats",3,0,1
125046,"Groupes propulsifs",SAVOIRS THEORIQUES ET PROCEDURAUX,Groupes,ANOUN,"propulsifs","Groupes propulsifs",2,0,1
125047,"Installations climatiques",SAVOIRS THEORIQUES ET PROCEDURAUX,Installations,ANOUN,"climatiques","Installations climatiques",2,0,1
125049,"Conditionnement d'air",SAVOIRS THEORIQUES ET PROCEDURAUX,Conditionnement,ANOUN,"d'air","Conditionnement d'air",3,0,1
125050,"Installations frigorifiques",SAVOIRS THEORIQUES ET PROCEDURAUX,Installations,ANOUN,"frigorifiques","Installations frigorifiques",2,0,1
125052,"Moteurs hors-bord",SAVOIRS THEORIQUES ET PROCEDURAUX,Moteurs,ANOUN,"hors-bord","Moteurs hors-bord",2,0,1
125053,"Moteurs monocylindres",SAVOIRS THEORIQUES ET PROCEDURAUX,Moteurs,ANOUN,"monocylindres","Moteurs monocylindres",2,0,1
125054,"Moteurs in-bord",SAVOIRS THEORIQUES ET PROCEDURAUX,Moteurs,ANOUN,"in - bord","Moteurs in - bord",4,0,1
125055,"Centrale hydraulique",SAVOIRS THEORIQUES ET PROCEDURAUX,Centrale,ANOUN,"hydraulique","Centrale hydraulique",2,0,1
125056,"Réparer du matériel forestier",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réparer,AVERB,"du matériel forestier","réparer du matériel forestier",4,0,1
125057,"Réaliser la finition d'un plat",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"la finition d'un plat","réaliser la finition d'un plat",6,0,1
125058,"Techniques de service à l'anglaise",SAVOIRS THEORIQUES ET PROCEDURAUX,Techniques,ANOUN,"de service à l'anglaise","Techniques de service à l'anglaise",6,0,1
125059,"Techniques de service à la russe (au guéridon)",SAVOIRS THEORIQUES ET PROCEDURAUX,Techniques,ANOUN,"de service à la russe","Techniques de service à la russe",6,0,1
125060,"Techniques de service à la française",SAVOIRS THEORIQUES ET PROCEDURAUX,Techniques,ANOUN,"de service à la française","Techniques de service à la française",6,0,1
125061,"Techniques de service à l'assiette clochée",SAVOIRS THEORIQUES ET PROCEDURAUX,Techniques,ANOUN,"de service à l'assiette clochée","Techniques de service à l'assiette clochée",7,0,1
125062,"Réaliser le fumage d'une viande",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"le fumage d'une viande","réaliser le fumage d'une viande",6,0,1
125062,"Réaliser le fumage d'une viande",ACTIVITE DE BASE ET/OU SPECIFIQUE,fumage,ANOUN,"d'une viande","fumage d'une viande",4,1,2
125063,"Réaliser la salaison d'une viande",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"la salaison d'une viande","réaliser la salaison d'une viande",6,0,1
125065,"Préparer des glaces et des sorbets",ACTIVITE DE BASE ET/OU SPECIFIQUE,Préparer,AVERB,"des glaces et des sorbets","préparer des glaces et des sorbets",6,0,1
125066,"Concevoir des outils spécifiques de fabrication",ACTIVITE DE BASE ET/OU SPECIFIQUE,Concevoir,AVERB,"des outils spécifiques de fabrication","concevoir des outils spécifiques de fabrication",6,0,1
125067,"Concevoir des statuaires fontaines",ACTIVITE DE BASE ET/OU SPECIFIQUE,Concevoir,AVERB,"des statuaires fontaines","concevoir des statuaires fontaines",4,0,1
125068,"Définir les lumières d'un spectacle selon les indications d'un metteur en scène, chorégraphe",ACTIVITE DE BASE ET/OU SPECIFIQUE,Définir,AVERB,"les lumières d'un spectacle selon les indications d'un metteur en scène, chorégraphe","définir les lumières d'un spectacle selon les indications d'un metteur en scène, chorégraphe",16,0,1
125069,"Cuire des produits de pâtisserie, confiseries ou pièces de chocolat",ACTIVITE DE BASE ET/OU SPECIFIQUE,Cuire,AVERB,"des produits de pâtisserie, confiseries ou pièces de chocolat","cuire des produits de pâtisserie, confiseries ou pièces de chocolat",11,0,1
125070,"Dessiner des aménagements et agencements intérieurs",ACTIVITE DE BASE ET/OU SPECIFIQUE,Dessiner,AVERB,"des aménagements et agencements intérieurs","dessiner des aménagements et agencements intérieurs",6,0,1
125071,"Concevoir un accessoire de musique (clé, anche, archet)",ACTIVITE DE BASE ET/OU SPECIFIQUE,Concevoir,AVERB,"un accessoire de musique","concevoir un accessoire de musique",5,0,1
125072,"Fabriquer un accessoire de musique (clé, anche, archet)",ACTIVITE DE BASE ET/OU SPECIFIQUE,Fabriquer,AVERB,"un accessoire de musique","fabriquer un accessoire de musique",5,0,1
125073,"Concevoir un instrument de musique",ACTIVITE DE BASE ET/OU SPECIFIQUE,Concevoir,AVERB,"un instrument de musique","concevoir un instrument de musique",5,0,1
125074,"Fabriquer un instrument de musique",ACTIVITE DE BASE ET/OU SPECIFIQUE,Fabriquer,AVERB,"un instrument de musique","fabriquer un instrument de musique",5,0,1
125076,"Concevoir une chorégraphie dans ses aspects artistiques, esthétiques et techniques",ACTIVITE DE BASE ET/OU SPECIFIQUE,Concevoir,AVERB,"une chorégraphie dans ses aspects artistiques, esthétiques et techniques","concevoir une chorégraphie dans ses aspects artistiques, esthétiques et techniques",11,0,1
125078,"Monter en scène une chorégraphie dans ses aspects artistiques, esthétiques et techniques",ACTIVITE DE BASE ET/OU SPECIFIQUE,Monter,AVERB,"en scène une chorégraphie dans ses aspects artistiques, esthétiques et techniques","monter en scène une chorégraphie dans ses aspects artistiques, esthétiques et techniques",13,0,1
125079,"Concevoir un numéro visuel dans ses aspects techniques, artistiques, esthétiques",ACTIVITE DE BASE ET/OU SPECIFIQUE,Concevoir,AVERB,"un numéro visuel dans ses aspects techniques, artistiques, esthétiques","concevoir un numéro visuel dans ses aspects techniques, artistiques, esthétiques",12,0,1
125080,"Monter un numéro visuel dans ses aspects techniques, artistiques, esthétiques",ACTIVITE DE BASE ET/OU SPECIFIQUE,Monter,AVERB,"un numéro visuel dans ses aspects techniques, artistiques, esthétiques","monter un numéro visuel dans ses aspects techniques, artistiques, esthétiques",12,0,1
125081,"Langue étrangère - Arménien",SAVOIRS THEORIQUES ET PROCEDURAUX,Langue,ANOUN,"étrangère","Langue étrangère",2,0,1
125082,"Organiser une manifestation événementielle",ACTIVITE DE BASE ET/OU SPECIFIQUE,Organiser,AVERB,"une manifestation événementielle","organiser une manifestation événementielle",4,0,1
125083,"Concevoir la programmation d'un projet artistique (spectacle, télévision, radio)",ACTIVITE DE BASE ET/OU SPECIFIQUE,Concevoir,AVERB,"la programmation d'un projet artistique","concevoir la programmation d'un projet artistique",7,0,1
125083,"Concevoir la programmation d'un projet artistique (spectacle, télévision, radio)",ACTIVITE DE BASE ET/OU SPECIFIQUE,programmation,ANOUN,"d'un projet artistique","programmation d'un projet artistique",5,1,2
125084,"Concevoir des décors et accessoires de spectacle",ACTIVITE DE BASE ET/OU SPECIFIQUE,Concevoir,AVERB,"des décors et accessoires de spectacle","concevoir des décors et accessoires de spectacle",7,0,1
125085,"Concevoir un patron selon l'article (mensurations, proportions)",ACTIVITE DE BASE ET/OU SPECIFIQUE,Concevoir,AVERB,"un patron selon l'article","concevoir un patron selon l'article",6,0,1
125086,"Concevoir un plan de collection selon le style de la marque et les thèmes définis",ACTIVITE DE BASE ET/OU SPECIFIQUE,Concevoir,AVERB,"un plan de collection selon le style de la marque et les thèmes définis","concevoir un plan de collection selon le style de la marque et les thèmes définis",15,0,1
125087,"Concevoir un projet cinématographique",ACTIVITE DE BASE ET/OU SPECIFIQUE,Concevoir,AVERB,"un projet cinématographique","concevoir un projet cinématographique",4,0,1
125088,"Concevoir un projet radiophonique ou télévisé",ACTIVITE DE BASE ET/OU SPECIFIQUE,Concevoir,AVERB,"un projet radiophonique ou télévisé","concevoir un projet radiophonique ou télévisé",6,0,1
125089,"Présenter un scénario ou un synopsis à des producteurs",ACTIVITE DE BASE ET/OU SPECIFIQUE,Présenter,AVERB,"un scénario ou un synopsis à des producteurs","présenter un scénario ou un synopsis à des producteurs",9,0,1
125090,"Concevoir une gamme, une collection de matières premières, des motifs en éléments de garniture",ACTIVITE DE BASE ET/OU SPECIFIQUE,Concevoir,AVERB,"une gamme, une collection de matières premières, des motifs en éléments de garniture","concevoir une gamme, une collection de matières premières, des motifs en éléments de garniture",16,0,1
125091,"Concevoir une montre, une horloge",ACTIVITE DE BASE ET/OU SPECIFIQUE,Concevoir,AVERB,"une montre, une horloge","concevoir une montre, une horloge",6,0,1
125092,"Élaborer des gammes de plans et de fabrication horlogère",ACTIVITE DE BASE ET/OU SPECIFIQUE,Élaborer,AVERB,"des gammes de plans et de fabrication horlogère","élaborer des gammes de plans et de fabrication horlogère",9,0,1
125093,"Concevoir un mouvement horloger",ACTIVITE DE BASE ET/OU SPECIFIQUE,Concevoir,AVERB,"un mouvement horloger","concevoir un mouvement horloger",4,0,1
125094,"Monter un dossier de présentation de projet",ACTIVITE DE BASE ET/OU SPECIFIQUE,Monter,AVERB,"un dossier de présentation de projet","monter un dossier de présentation de projet",7,0,1
125095,"Réaliser le dessin artistique d'un produit",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"le dessin artistique d'un produit","réaliser le dessin artistique d'un produit",7,0,1
125095,"Réaliser le dessin artistique d'un produit",ACTIVITE DE BASE ET/OU SPECIFIQUE,dessin,ANOUN,"artistique d'un produit","dessin artistique d'un produit",5,1,2
125096,"Configurer un matériel et des périphériques",ACTIVITE DE BASE ET/OU SPECIFIQUE,configurer,AVERB,"un matériel et des périphériques","configurer un matériel et des périphériques",6,0,1
125097,"Veiller au bon fonctionnement d'un matériel et de périphériques",ACTIVITE DE BASE ET/OU SPECIFIQUE,Veiller,AVERB,"au bon fonctionnement d'un matériel et de périphériques","veiller au bon fonctionnement d'un matériel et de périphériques",10,0,1
125098,"Consigner des relevés de temps et nomenclatures matières",ACTIVITE DE BASE ET/OU SPECIFIQUE,Consigner,AVERB,"des relevés de temps et nomenclatures matières","consigner des relevés de temps et nomenclatures matières",8,0,1
125098,"Consigner des relevés de temps et nomenclatures matières",ACTIVITE DE BASE ET/OU SPECIFIQUE,relevés,ANOUN,"de temps","relevés de temps",3,1,2
125099,"Conditionner un produit fini",ACTIVITE DE BASE ET/OU SPECIFIQUE,Conditionner,AVERB,"un produit fini","conditionner un produit fini",4,0,1
125100,"Installations surveillance-intrusion",SAVOIRS THEORIQUES ET PROCEDURAUX,Installations,ANOUN,"surveillance","Installations surveillance",2,0,1
125101,"Systèmes de sécurité-incendie",SAVOIRS THEORIQUES ET PROCEDURAUX,Systèmes,ANOUN,"de sécurité - incendie","Systèmes de sécurité - incendie",5,0,1
125102,"Livrer une commande",ACTIVITE DE BASE ET/OU SPECIFIQUE,Livrer,AVERB,"une commande","livrer une commande",3,0,1
125103,"Monter des articles de vannerie",ACTIVITE DE BASE ET/OU SPECIFIQUE,Monter,AVERB,"des articles de vannerie","monter des articles de vannerie",5,0,1
125104,"Récupérer du linge chez un client",ACTIVITE DE BASE ET/OU SPECIFIQUE,Récupérer,AVERB,"du linge chez un client","récupérer du linge chez un client",6,0,1
125105,"Contrôler l'état et la qualité d'une pièce ou d'une série",ACTIVITE DE BASE ET/OU SPECIFIQUE,Contrôler,AVERB,"l'état et la qualité d'une pièce ou d'une série","contrôler l'état et la qualité d'une pièce ou d'une série",13,0,1
125106,"Enlever un colis chez un client",ACTIVITE DE BASE ET/OU SPECIFIQUE,Enlever,AVERB,"un colis chez un client","enlever un colis chez un client",6,0,1
125107,"Contrôler la qualité d'un système mécanique",ACTIVITE DE BASE ET/OU SPECIFIQUE,Contrôler,AVERB,"la qualité d'un système mécanique","contrôler la qualité d'un système mécanique",7,0,1
125108,"Régler la précision d'un mouvement horloger",ACTIVITE DE BASE ET/OU SPECIFIQUE,Régler,AVERB,"la précision d'un mouvement horloger","régler la précision d'un mouvement horloger",7,0,1
125109,"Monter du mobilier",ACTIVITE DE BASE ET/OU SPECIFIQUE,Monter,AVERB,"du mobilier","monter du mobilier",3,0,1
125110,"Contrôler la qualité des dialogues enregistrés lors d'un tournage",ACTIVITE DE BASE ET/OU SPECIFIQUE,Contrôler,AVERB,"la qualité des dialogues enregistrés lors d'un tournage","contrôler la qualité des dialogues enregistrés lors d'un tournage",10,0,1
125111,"Réaliser un montage des sons directs",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"un montage des sons directs","réaliser un montage des sons directs",6,0,1
125111,"Réaliser un montage des sons directs",ACTIVITE DE BASE ET/OU SPECIFIQUE,montage,ANOUN,"des sons directs","montage des sons directs",4,1,2
125113,"Entretenir un espace urbain",ACTIVITE DE BASE ET/OU SPECIFIQUE,Entretenir,AVERB,"un espace urbain","entretenir un espace urbain",4,0,1
125114,"Laver du linge",ACTIVITE DE BASE ET/OU SPECIFIQUE,laver,AVERB,"du linge","laver du linge",3,0,1
125115,"Contrôler le montage d'un bâti",ACTIVITE DE BASE ET/OU SPECIFIQUE,Contrôler,AVERB,"le montage d'un bâti","contrôler le montage d'un bâti",6,0,1
125115,"Contrôler le montage d'un bâti",ACTIVITE DE BASE ET/OU SPECIFIQUE,montage,ANOUN,"d'un bâti","montage d'un bâti",4,1,2
125116,"Contrôler le déroulement d'un tournage ou d'une représentation",ACTIVITE DE BASE ET/OU SPECIFIQUE,Contrôler,AVERB,"le déroulement d'un tournage ou d'une représentation","contrôler le déroulement d'un tournage ou d'une représentation",10,0,1
125118,"Résoudre les anomalies et dysfonctionnements d'une production",ACTIVITE DE BASE ET/OU SPECIFIQUE,Résoudre,AVERB,"les anomalies et dysfonctionnements d'une production","résoudre les anomalies et dysfonctionnements d'une production",8,0,1
125119,"Rédiger un texte en langue étrangère",ACTIVITE DE BASE ET/OU SPECIFIQUE,Rédiger,AVERB,"un texte en langue étrangère","rédiger un texte en langue étrangère",6,0,1
125120,"Surveiller une phase de fabrication",ACTIVITE DE BASE ET/OU SPECIFIQUE,Surveiller,AVERB,"une phase de fabrication","surveiller une phase de fabrication",5,0,1
